Word,Author,how[crq],good[j],never[avx],one[pi],may[vmb],time[n1],make[vvi],being[vvg],shall[vmb],every[d],like[acp],after[acp],before[acp],well[av],men[n2],now[av],can[vmb],her[po],many[d],great[j],thus[av],let[vvb],did[vvd],own[d],might[vmd],your[po],ever[av],himself[pr],though[cs],down[acp],been[vvn],against[acp],our[po],could[vmd],first[ord],only[av-j],we[pns],thou[pns],nor[ccx],unto[acp],she[pns],must[vmb],little[j],without[acp],those[d],two[crd],most[avs-d],much[av-d],therefore[av],life[n1],over[acp],day[n1],having[vvg],whom[crq],thy[po],nothing[pix],more[dc],old[j],her[pno],do[vvb],too[av],about[acp],made[vvd],am[vvm],poor[j],thee[pno],us[pno],because[acp],made[vvn],god[nn1],under[acp],amongst[acp],eyes[n2],hand[n1],house[n1],see[vvi],till[acp],came[vvd],whose[crq],love[n1],way[n1],forth[av],far[av-j],long[av-j],world[n1],heart[n1],none[pix],here[av],away[av],seeing[vvg],themselves[pr],thought[vvd],cannot[vmbx],take[vvi],quoth[vvd],thing[n1],death[n1],three[crd],place[n1],face[n1],young[j],country[n1],last[ord],whole[j],no[avx-d],like[j],began[vvd],head[n1],why[crq],both[d],know[vvb],mind[n1],full[j],do[vvi],master[n1],say[vvi],end[n1],off[acp],took[vvd],doth[vvz],father[n1],since[acp],fair[j],name[n1],again[av],give[vvi],went[vvd],very[av],new[j],words[n2],go[vvi],nature[n1],sweet[j],together[av],night[n1],once[acp],said[vvd],beauty[n1],high[j],much[d],myself[pr],called[vvn],done[vvn],fortune[n1],true[j],part[n1],through[acp],else[av],gentleman[n1],fire[n1],wherein[crq],hast[vv2],eye[n1],rather[avc],say[vvb],still[av],wit[n1],heaven[n1],rest[n1],years[n2],sight[n1],think[vvb],very[j],fell[vvd],friend[n1],come[vvi],company[n1],word[n1],better[jc],saw[vvd],art[vv2],either[d],set[vvn],sir[n1],thoughts[n2],best[js],earth[n1],gave[vvd],o[uh],reason[n1],even[av],long[j],able[j],body[n1],days[n2],see[vvb],come[vvb],matter[n1],take[vvb],money[n1],either[av-d],live[vvi],cause[n1],gentlemen[n2],hands[n2],sun[n1],king[n1],man's[ng1],times[n2],dead[j],lord[n1],water[n1],ears[n2],favour[n1],hear[vvi],whether[cs]
Mourning Garment (5),Greene,3,2,1,2,0,1,0,2,0,4,2,1,0,1,1,1,1,21,1,2,2,0,8,0,2,0,0,2,1,4,0,0,0,3,0,0,0,1,0,1,13,0,0,0,3,1,0,1,2,1,0,6,1,1,0,1,0,4,10,2,0,0,1,0,3,0,0,0,1,0,0,1,1,2,0,3,1,5,0,5,1,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,1,0,0,5,3,1,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,1,2,0,1,2,1,0,0,2,4,2,1,0,2,0,2,0,1,0,1,0,2,0,0,2,0,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Mourning Garment (6),Greene,1,0,0,4,0,1,0,1,4,1,1,0,3,1,4,0,2,11,3,5,7,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,15,3,0,0,0,0,1,2,4,0,1,2,0,0,0,0,0,0,11,0,1,1,1,2,2,1,0,0,2,0,0,2,1,0,3,0,0,2,0,12,1,0,2,0,0,2,0,1,1,5,0,2,0,3,4,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,1,0,0,0,4,4,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10,1,0,0,1,0,1,2,0,0
Mourning Garment (7),Greene,1,1,1,1,0,0,1,1,2,3,0,1,1,1,1,5,1,20,1,3,0,6,8,0,1,1,0,2,0,7,2,0,0,1,0,2,0,1,7,4,16,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,1,2,0,3,1,0,0,0,0,0,1,1,0,1,0,5,3,0,5,1,0,0,1,1,2,4,3,3,0,1,0,0,0,2,0,1,1,1,0,1,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,0,0,1,1,0,0,1,0,0,2,0,1,5,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,4,0,0,0
Mourning Garment (8),Greene,2,3,1,1,3,2,2,0,1,2,1,1,1,3,0,5,3,5,0,1,3,2,1,2,3,7,1,3,2,2,0,0,1,2,1,0,9,0,0,0,6,0,4,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,1,0,0,1,2,0,0,0,0,2,0,0,0,1,1,1,0,0,5,0,0,1,0,0,3,0,0,0,0,1,3,0,4,0,3,11,0,0,4,2,0,0,0,1,0,2,0,2,0,0,3,0,0,2,2,2,0,0,0,1,0,0,0,3,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,2,0,0,0,3,0,1,0,0,0,2,0,0,1,0,0,0,1,2,0,1,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0,0,3,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0
Mourning Garment (9),Greene,3,0,0,1,3,0,0,4,1,4,0,0,5,1,3,0,4,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,3,0,0,1,2,0,13,5,3,0,0,0,1,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,4,1,0,1,0,1,1,3,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,1,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Mourning Garment (10),Greene,0,4,2,1,0,2,3,3,1,2,2,1,2,2,2,0,0,4,1,1,2,1,0,1,5,0,1,0,2,1,0,0,1,2,2,0,1,0,1,0,4,0,3,1,1,1,0,1,8,1,1,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,2,1,0,0,0,1,1,1,0,0,5,0,2,0,1,3,1,0,1,0,1,3,0,1,2,0,0,3,0,0,0,1,0,0,1,1,1,0,0,2,0,1,0,5,0,0,1,1,1,1,0,0,1,1,0,1,2,1,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
Mourning Garment (11),Greene,3,0,1,1,2,2,0,1,4,2,3,0,3,1,2,0,0,0,1,4,4,1,4,0,2,6,2,3,0,3,1,3,0,3,1,2,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,5,2,0,0,0,1,2,0,1,2,1,1,1,2,0,0,0,0,0,0,2,1,1,2,2,3,1,11,4,0,0,1,3,2,1,0,4,1,2,0,1,0,0,1,0,0,1,0,0,2,2,2,2,0,1,3,0,2,0,0,0,1,0,3,0,1,2,1,1,2,0,0,0,1,0,5,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0
Mourning Garment (12),Greene,0,2,1,1,0,1,0,2,1,2,3,1,1,0,0,13,2,1,2,1,3,1,9,1,1,2,1,3,0,1,0,1,1,2,2,0,1,15,2,4,2,2,0,0,0,0,1,1,4,2,0,0,0,0,12,0,0,2,0,11,4,0,0,0,2,4,3,1,0,0,0,1,0,0,1,3,0,1,3,0,1,1,2,0,0,1,0,1,0,1,0,2,1,1,3,0,0,1,0,0,3,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,4,3,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Mourning Garment (13),Greene,1,2,1,0,0,0,2,0,4,2,3,1,0,1,0,7,2,0,1,0,2,0,3,0,0,0,0,2,0,1,0,0,1,2,0,1,0,15,1,1,0,0,0,1,0,0,2,2,3,0,3,1,2,0,20,1,1,0,0,3,1,0,1,0,3,3,0,0,0,1,0,0,1,1,2,2,1,0,0,4,0,0,0,1,0,0,0,1,0,2,1,0,0,1,3,1,1,1,0,1,2,3,3,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Mourning Garment (14),Greene,6,1,1,1,2,2,1,0,3,4,1,2,1,1,2,0,3,3,2,2,0,0,1,1,0,2,0,0,1,0,2,5,0,0,1,0,0,20,2,4,13,0,3,0,1,0,4,3,1,1,0,2,0,1,8,0,0,0,4,0,2,0,1,2,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,14,1,1,1,1,1,0,0,2,1,3,0,2,0,0,2,0,2,0,0,3,2,0,0,0,1,1,1,1,2,1,1,0,0,1,1,4,1,1,0,0,3,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,1,2,0,1,1,2,0,1,1,0,1,1,0,0,1,0,1,2,0,1,0,0,1,2,0,0,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,2,0,0
Mourning Garment (15),Greene,2,0,3,2,1,0,0,0,2,2,0,0,1,2,1,0,0,13,3,3,0,0,1,0,1,9,1,2,3,3,1,0,0,3,1,0,1,15,1,0,15,2,2,1,0,0,2,2,6,0,0,0,1,0,1,0,0,0,6,1,2,0,0,0,0,5,1,1,0,0,0,1,1,1,0,1,1,0,0,4,2,0,1,1,1,1,1,0,2,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,2,1,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Mourning Garment (16),Greene,0,0,1,2,0,1,1,0,1,3,1,0,0,0,0,1,2,9,3,1,9,0,11,0,1,4,0,0,0,2,1,2,0,0,0,0,0,0,2,0,2,3,1,1,2,0,1,0,0,0,1,0,1,0,3,0,1,1,0,1,0,0,0,1,2,1,0,0,1,0,0,2,4,0,1,1,0,2,0,9,0,0,0,0,1,6,0,3,1,2,0,0,0,2,0,0,2,0,0,4,1,0,1,0,1,2,2,1,1,2,1,0,1,1,0,1,0,0,1,2,5,1,7,0,1,1,3,0,0,0,0,3,2,0,0,0,2,2,0,1,0,1,0,2,0,0,0,0,1,0,1,0,4,0,3,0,1,1,0,1,4,0,0,1,0,0,0,1,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Mourning Garment (17),Greene,0,0,1,2,0,0,2,1,0,0,1,0,0,1,1,0,2,3,4,2,2,1,4,2,0,1,0,0,4,1,4,0,0,0,0,1,0,5,0,6,0,0,0,0,0,0,1,2,3,1,0,1,0,0,9,3,0,1,0,0,1,1,2,1,1,3,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,1,5,0,0,3,1,0,0,0,1,0,0,1,0,0,2,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,2,1,1,3,0,1,1,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Never Too Late (1),Greene,0,0,1,0,0,1,1,2,0,2,5,3,1,1,2,1,1,2,2,0,3,0,6,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,3,0,3,0,0,0,1,0,1,0,0,0,0,1,1,0,6,1,0,1,0,0,2,0,0,1,0,0,0,0,0,2,2,3,2,3,0,0,0,1,3,7,1,3,1,0,0,4,0,1,0,1,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,6,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Never Too Late (2),Greene,0,1,1,0,4,2,1,0,0,7,2,1,0,0,2,2,1,1,2,1,7,1,0,0,4,1,0,0,1,2,1,0,0,2,1,2,2,3,1,0,1,0,1,1,0,0,0,1,3,1,0,0,0,1,7,0,0,4,0,0,1,0,2,3,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,3,0,1,0,0,2,0,0,0,1,0,1,0,2,2,0,0,0,1,1,0,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,3,2,0,0,1,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,1,0,0
Never Too Late (3),Greene,0,1,1,0,1,0,2,1,0,4,0,3,1,3,1,0,2,1,1,3,2,2,4,0,1,2,0,0,4,1,1,0,0,5,1,1,0,0,6,1,3,0,2,2,1,0,1,0,2,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,3,0,0,2,1,0,1,4,2,2,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
Never Too Late (4),Greene,1,0,0,0,1,4,1,0,0,4,0,6,0,1,1,0,0,0,2,1,10,0,2,0,1,2,0,1,0,4,0,0,0,1,0,2,4,0,0,1,0,2,4,0,1,2,0,1,1,3,1,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,3,1,0,0,0,0,2,2,1,0,0,2,0,1,2,2,0,4,1,0,2,0,0,0,0,0,1,0,2,0,0,0,3,0,1,4,0,0,1,1,2,1,0,1,2,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,1,0,1,0,1,2,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,2,0,0,0,0,1,3,0,2,0,0,0,2,0,0,0,1,0,3,0,3,0,1,0,1,0,0
Never Too Late (5),Greene,2,1,1,0,0,1,2,1,0,3,1,0,3,0,1,0,1,12,1,1,1,1,1,1,6,2,0,1,2,0,0,0,0,0,2,3,0,3,3,0,2,2,1,2,1,0,1,0,1,0,1,1,0,1,1,1,3,3,3,1,3,2,3,0,1,5,0,0,1,0,0,0,2,1,2,0,2,3,2,4,0,0,2,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,3,2,2,1,3,0,1,2,6,1,0,0,1,1,0,0,0,0,1,0,1,0,2,2,1,0,1,2,0,2,0,0,0,0,2,0,0,1,0,1,1,1,0,1,0,0,0,0,3,0,0,1,4,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
Never Too Late (6),Greene,1,2,0,0,2,0,0,0,2,3,5,2,0,0,0,1,0,10,1,2,6,1,2,1,2,0,1,1,0,1,0,0,4,1,0,0,3,15,0,2,6,0,1,0,0,1,1,0,4,0,2,0,2,1,13,0,1,0,11,0,0,1,1,2,2,10,1,0,3,0,0,0,0,2,2,1,1,0,1,5,3,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,1,0,1,1,1,2,0,4,1,0,2,0,1,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,3,1,0,0,2,1,1,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Never Too Late (7),Greene,0,1,0,0,2,0,0,0,3,2,1,0,0,0,4,5,1,12,2,0,2,2,0,3,1,5,1,0,1,1,0,0,0,0,0,0,1,2,0,0,11,0,0,5,0,1,8,0,2,1,1,0,2,0,8,0,0,5,3,1,0,0,0,3,1,2,0,1,0,0,0,0,0,1,1,2,1,2,4,9,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,3,2,0,1,2,1,4,0,0,0,0,0,0,1,0,4,0,3,0,0,1,1,0,0,1,0,5,1,0,0,3,0,2,1,2,0,0,0,2,0,0,0,1,0,1,1,0,2,3,0,0,2,0,0,2,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Too Late (8),Greene,0,3,1,1,0,1,3,1,0,3,4,2,0,0,3,0,2,26,1,1,1,2,5,2,3,0,0,0,0,3,2,2,1,2,1,1,0,2,3,0,12,0,0,0,0,0,0,0,3,2,0,0,1,1,4,0,0,1,11,1,2,1,0,1,2,1,1,2,2,0,1,0,5,1,1,1,0,1,0,4,0,1,1,2,1,1,0,1,2,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,1,0,3,1,0,1,1,0,1,2,2,2,0,2,0,1,0,0,0,1,0,0,2,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Never Too Late (9),Greene,0,0,3,1,2,1,1,0,3,4,1,0,0,0,1,2,0,14,1,1,7,5,3,0,2,4,4,0,1,2,1,2,1,4,0,2,0,3,1,0,20,0,1,1,0,1,0,1,3,1,0,0,1,0,7,0,0,4,7,1,3,0,0,0,2,3,1,0,0,0,0,0,0,3,2,1,1,0,1,10,0,1,1,0,2,4,1,0,1,3,0,0,0,1,2,1,0,0,0,1,0,1,2,2,0,0,1,1,2,1,0,3,1,1,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,1,3,1,0,0,1,0,0,0,1,1,0,1,1,0,0,7,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Never Too Late (10),Greene,0,1,0,2,0,1,1,2,1,5,1,2,1,0,1,2,1,13,2,0,3,0,0,1,0,0,2,1,0,2,1,2,0,2,1,1,0,12,0,1,6,0,0,1,1,0,0,0,6,0,0,2,1,0,15,0,2,4,2,0,1,0,0,0,2,3,0,2,0,0,0,0,1,0,3,1,1,2,0,3,1,0,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,1,0,2,1,0,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,3,1,5,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,1,7,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1
Never Too Late (11),Greene,2,1,1,1,1,0,2,2,0,0,0,1,0,1,2,0,0,5,0,2,10,0,5,1,5,0,0,4,1,0,0,2,0,1,1,1,0,0,0,1,3,1,1,0,0,1,3,1,2,1,1,1,3,1,0,2,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,3,3,0,0,1,3,5,1,0,0,0,1,3,2,0,0,2,1,2,0,0,0,0,0,0,2,1,1,0,0,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,4,0,1,2,1,0,1,1,1,0,1,0,1,0,5,2,0,0,0,1,0,1,0,1,2,0,0,2,0,0,1,0,0,1,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
Never Too Late (12),Greene,1,1,2,2,0,1,4,1,0,5,4,2,1,3,0,0,1,18,0,0,6,1,14,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,3,0,7,0,0,1,2,0,2,0,0,0,0,5,3,0,0,0,0,1,4,0,1,0,1,0,0,0,0,1,0,1,0,0,3,0,0,2,0,0,4,2,2,1,3,0,1,2,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,1,0,0,1,0,0,0,2,0,0,3,1,0,6,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
Never Too Late (13),Greene,5,1,1,0,3,1,1,0,6,1,3,1,0,1,0,2,1,15,2,0,6,1,0,0,2,10,1,0,0,0,2,0,0,3,0,1,1,0,0,0,17,2,1,0,0,0,0,1,4,0,0,1,2,0,7,0,0,0,2,1,2,0,1,1,1,0,0,0,2,0,1,1,4,4,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,3,0,1,2,0,0,0,0,4,1,0,0,0,1,0,4,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,1,0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Never Too Late (14),Greene,0,1,2,1,0,0,1,2,8,4,3,3,1,0,3,1,2,16,1,0,2,1,0,1,0,0,0,0,0,2,1,5,2,0,0,0,0,24,1,0,6,1,0,5,0,0,0,0,0,1,1,1,1,3,15,0,1,2,2,1,0,1,1,0,1,4,0,1,2,0,0,1,1,0,1,0,0,0,5,7,0,0,0,0,2,1,0,0,3,1,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,2,2,0,0,0,0,1,2,0,0,0,1,0,0,2,1,0,2,0,1,1,1,1,4,0,0,0,3,0,0,1,0,3,0,0,1,1,0,0,1,1,1,0,1,2,0,5,2,1,2,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
Never Too Late (15),Greene,1,4,4,3,3,1,0,3,2,4,3,0,0,1,1,3,1,7,1,1,7,0,1,2,3,11,1,3,0,1,0,1,2,1,1,1,0,7,1,0,3,1,1,1,0,0,5,0,7,0,0,0,1,0,5,0,0,1,4,0,0,0,2,2,0,4,0,1,0,0,0,0,3,4,1,3,1,0,1,1,0,0,1,1,2,5,0,1,0,2,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,2,0,1,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,3,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
Never Too Late (16),Greene,1,1,1,0,1,0,0,1,1,3,1,0,1,1,1,0,3,16,0,2,6,1,1,1,2,1,1,0,1,1,2,0,0,1,4,0,0,8,4,0,8,0,1,0,1,0,3,1,2,3,1,0,0,0,12,0,0,0,1,2,0,0,2,3,0,6,0,0,1,0,1,0,1,1,0,0,0,0,0,3,1,0,2,0,1,5,0,0,1,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,3,1,2,2,0,0,0,1,1,1,1,0,1,3,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
Never Too Late (17),Greene,2,0,1,1,2,1,0,0,1,1,4,2,0,0,1,3,0,27,0,2,1,1,6,3,2,0,0,1,0,0,0,2,0,3,1,1,0,0,1,1,10,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,3,4,0,0,1,1,2,0,1,0,0,0,0,1,1,1,1,1,2,0,0,5,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,1,0,1,0,1,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,1,1,1,1,1,2,0,0,1,1,0,4,0,0,0,0,1,1,1,2,0,0,4,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,2,1,0,0
